index,Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Expr1,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
633,3421556,430164,432839,2,Leeds 2016,02/04/2016,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,Car
634,3421556,430164,432839,2,Leeds 2016,02/04/2016,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,12,Car
635,3430626,432030,428493,3,Leeds 2016,03/04/2016,1154,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Car
636,3431102,433218,436344,1,Leeds 2016,03/04/2016,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,Taxi/Private hire car
637,3440406,427242,433519,1,Leeds 2016,04/04/2016,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Motorcycle over 50cc and up to 125cc
638,3440714,435860,436384,2,Leeds 2016,04/04/2016,1250,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,45,Car
639,3440797,432253,438849,1,Leeds 2016,04/04/2016,1418,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,62,Car
640,3440994,439186,446061,1,Leeds 2016,04/04/2016,1545,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,55,Car
641,3450238,424270,428001,2,Leeds 2016,05/04/2016,743,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,Car
642,3450269,431402,435029,2,Leeds 2016,05/04/2016,814,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,28,Pedal cycle
643,3450365,432338,426034,2,Leeds 2016,05/04/2016,945,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,4,Car
644,3450551,437506,433021,2,Leeds 2016,05/04/2016,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,Car
645,3450551,437506,433021,2,Leeds 2016,05/04/2016,1150,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,21,Car
646,3450918,433239,434026,1,Leeds 2016,05/04/2016,1320,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,Bus or coach (17 or more passenger seats)
647,3451238,427627,431158,2,Leeds 2016,05/04/2016,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,38,Car
648,3470285,430707,434595,2,Leeds 2016,07/04/2016,907,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Pedal cycle
649,3470636,431954,430328,3,Leeds 2016,07/04/2016,1310,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,13,Car
650,3470636,431954,430328,3,Leeds 2016,07/04/2016,1310,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,15,Car
651,3470636,431954,430328,3,Leeds 2016,07/04/2016,1310,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
652,3470749,420489,445125,2,Leeds 2016,07/04/2016,1412,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,73,Car
653,3470749,420489,445125,2,Leeds 2016,07/04/2016,1412,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,Car
654,3470826,422181,441731,2,Leeds 2016,07/04/2016,1442,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,33,Car
655,3471144,430747,439243,2,Leeds 2016,07/04/2016,1705,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,37,Car
656,3471199,429325,431338,1,Leeds 2016,07/04/2016,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,51,Goods vehicle 3.5 tonnes mgw and under
657,3480301,431247,445732,2,Leeds 2016,08/04/2016,934,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,72,Car
658,3480522,430878,434255,2,Leeds 2016,08/04/2016,1107,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
659,3480914,430857,433893,2,Leeds 2016,08/04/2016,1425,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,30,Car
660,3481375,430115,427124,1,Leeds 2016,08/04/2016,1804,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,35,Car
661,3481836,429312,437848,2,Leeds 2016,08/04/2016,2158,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,62,Car
662,3481836,429312,437848,2,Leeds 2016,08/04/2016,2158,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,20,Car
663,3481836,429312,437848,2,Leeds 2016,08/04/2016,2158,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
664,3481903,434134,428742,1,Leeds 2016,08/04/2016,2232,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Serious,Female,69,Motorcycle over 125cc and up to 500cc
665,3481960,429503,430272,1,Leeds 2016,08/04/2016,2301,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,35,Taxi/Private hire car
666,3490475,423279,434247,1,Leeds 2016,09/04/2016,935,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
667,3491292,431912,434798,1,Leeds 2016,09/04/2016,1541,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,2,Bus or coach (17 or more passenger seats)
668,3491701,424921,438259,3,Leeds 2016,09/04/2016,2050,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,30,Car
669,34A0112,430414,433945,2,Leeds 2016,10/04/2016,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,Taxi/Private hire car
670,34A0112,430414,433945,2,Leeds 2016,10/04/2016,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,56,Taxi/Private hire car
671,34A0112,430414,433945,2,Leeds 2016,10/04/2016,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,51,Taxi/Private hire car
672,34A0112,430414,433945,2,Leeds 2016,10/04/2016,50,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,Taxi/Private hire car
673,34A0353,424450,433732,1,Leeds 2016,10/04/2016,643,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,21,Goods vehicle 3.5 tonnes mgw and under
674,34A0353,424450,433732,1,Leeds 2016,10/04/2016,643,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Female,23,Goods vehicle 3.5 tonnes mgw and under
675,34A0683,430486,431744,2,Leeds 2016,10/04/2016,1253,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,41,Motorcycle over 500cc
676,34A1160,427197,429556,2,Leeds 2016,04/04/2016,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,82,Mobility Scooter
677,34A1247,427477,432599,2,Leeds 2016,10/04/2016,1757,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,Car
678,34A1247,427477,432599,2,Leeds 2016,10/04/2016,1757,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,37,Car
679,34B0449,424467,433648,2,Leeds 2016,09/04/2016,2345,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Slight,Male,30,Car
680,34B1446,425347,434464,2,Leeds 2016,11/04/2016,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,7,Car
681,34C0049,429109,423551,1,Leeds 2016,12/04/2016,117,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Slight,Male,18,Car
682,34C0290,426316,435536,2,Leeds 2016,22/04/2016,843,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,Pedal cycle
683,34C0843,428768,437037,1,Leeds 2016,12/04/2016,1450,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,71,Car
684,34C1090,426062,427377,2,Leeds 2016,12/04/2016,2013,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Female,25,Car
685,34C1363,430460,432770,1,Leeds 2016,12/04/2016,1745,A,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,42,Taxi/Private hire car
686,34C1380,432954,440275,2,Leeds 2016,12/04/2016,1955,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,53,Motorcycle over 50cc and up to 125cc
687,34D1127,437276,429647,3,Leeds 2016,13/04/2016,1713,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,50,Car
688,34E0509,431961,427789,2,Leeds 2016,14/04/2016,1102,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,Car
689,34E1023,426238,435587,2,Leeds 2016,14/04/2016,1550,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,57,Car
690,34F0267,432867,432388,2,Leeds 2016,15/04/2016,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,41,Car
691,34F0355,430638,432638,4,Leeds 2016,15/04/2016,948,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,58,Car
692,34F0930,440438,448181,2,Leeds 2016,15/04/2016,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Car
693,34F1211,422477,432955,2,Leeds 2016,15/04/2016,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,Car
694,34F1211,422477,432955,2,Leeds 2016,15/04/2016,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Car
695,34F1454,430233,433333,2,Leeds 2016,15/04/2016,1845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,54,Pedal cycle
696,34F1569,430129,438264,2,Leeds 2016,15/04/2016,2055,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,65,Car
697,34F1569,430129,438264,2,Leeds 2016,15/04/2016,2055,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,39,Car
698,34G0580,420421,445565,1,Leeds 2016,16/04/2016,1042,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,85,Car
699,34G0785,430372,434657,2,Leeds 2016,16/04/2016,1305,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,18,Car
700,34G0785,430372,434657,2,Leeds 2016,16/04/2016,1305,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,19,Car
701,34G0789,430601,434156,2,Leeds 2016,16/04/2016,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,18,Car
702,34G0789,430601,434156,2,Leeds 2016,16/04/2016,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,Car
703,34G0789,430601,434156,2,Leeds 2016,16/04/2016,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,36,Car
704,34G0789,430601,434156,2,Leeds 2016,16/04/2016,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,5,Car
705,34G0896,429609,431494,2,Leeds 2016,16/04/2016,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,55,Car
706,34G0896,429609,431494,2,Leeds 2016,16/04/2016,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,Car
707,34G0896,429609,431494,2,Leeds 2016,16/04/2016,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
708,34G0900,427326,437199,2,Leeds 2016,13/04/2016,2110,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,33,Pedal cycle
709,34G1003,431808,435595,2,Leeds 2016,16/04/2016,1524,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,Motorcycle over 500cc
710,34G1077,427896,434621,4,Leeds 2016,16/04/2016,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,Car
711,34G1077,427896,434621,4,Leeds 2016,16/04/2016,1613,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,44,Car
712,34G1373,424531,438534,3,Leeds 2016,16/04/2016,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,Car
713,34G1373,424531,438534,3,Leeds 2016,16/04/2016,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Car
714,34H0719,428344,431277,2,Leeds 2016,17/04/2016,1130,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,19,Car
715,34H0719,428344,431277,2,Leeds 2016,17/04/2016,1130,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,Car
716,34H0964,440960,437451,1,Leeds 2016,17/04/2016,1525,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,25,Motorcycle over 50cc and up to 125cc
717,34I0492,433372,434058,2,Leeds 2016,18/04/2016,1100,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,29,Pedal cycle
718,34I0627,433098,434025,2,Leeds 2016,18/04/2016,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,58,Motorcycle over 125cc and up to 500cc
719,34I0675,423112,439317,2,Leeds 2016,17/04/2016,1015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,43,Pedal cycle
720,34I0700,429578,434761,1,Leeds 2016,18/04/2016,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,65,Bus or coach (17 or more passenger seats)
721,34I1101,422833,442996,3,Leeds 2016,18/04/2016,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,Car
722,34I1101,422833,442996,3,Leeds 2016,18/04/2016,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,23,Goods vehicle 3.5 tonnes mgw and under
723,34I1101,422833,442996,3,Leeds 2016,18/04/2016,1645,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,63,Car
724,34I1102,426821,434975,3,Leeds 2016,18/04/2016,1640,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,21,Car
725,34I1154,433902,436534,2,Leeds 2016,18/04/2016,1700,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,31,Car
726,34J1013,421992,433566,2,Leeds 2016,19/04/2016,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,Car
727,34J1013,421992,433566,2,Leeds 2016,19/04/2016,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,13,Car
728,34J1013,421992,433566,2,Leeds 2016,19/04/2016,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,Car
729,34J1015,430820,433955,2,Leeds 2016,19/04/2016,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,57,Pedal cycle
730,34J1178,433589,435637,2,Leeds 2016,19/04/2016,1645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,13,Pedal cycle
731,34J1189,424221,428147,2,Leeds 2016,19/04/2016,1732,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,54,Car
732,34J1212,443362,438882,2,Leeds 2016,19/04/2016,1743,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,Car
